,OSD,MODEL GROUP,"REFERENCE/
PART NO",Model,Product Description,UOM,Country of Origin,Master Box Qty, MRP QAR  , MRP AED 
1,OSD,SUBWOOFER AMPLIFIERS,SMP300,SMP300,"Class-D Mono Subwoofer Amplifier, 300W",Pcs,China,1,"2,727.00","2,712.00"
1,OSD,SUBWOOFER AMPLIFIERS,SMP500-DSP,SMP500-DSP,"Class-D Mono DSP Subwoofer Amplifier w. Remote, 500W",Pcs,China,1,"3,658.00","3,638.00"
1,OSD,SUBWOOFER AMPLIFIERS,SAM 300,SAM 300,"Class-A/B Mono Subwoofer Amplifier, 300W",Pcs,China,1,"2,821.00","2,806.00"
1,OSD,SUBWOOFER AMPLIFIERS,SAM 500,SAM 500,"Class-A/B Mono Subwoofer Amplifier, 500W *Close Out",Pcs,China,1,"3,573.00","3,554.00"
1,OSD,SPEAKER SELECTORS,AB12,AB12,"A/B In-Wall Selector Plate, Single Gang",Pcs,China,30,150,150
1,OSD,SPEAKER SELECTORS,SPW8,SPW8,8-Zone Speaker Distribution Panel,Pcs,China,30,376,374
1,OSD,SPEAKER SELECTORS,SS2V70,SS2V70,"2-Zone Single Source Mono 70V Speaker Selector w. Thru Output, 100W per Ch. *Close Out",Pcs,China,10,498,495
1,OSD,SPEAKER SELECTORS,SS2V70-200,SS2V70-200,"2-Zone Mono 70V Speaker Selector w. Thru Output, 200W per Ch.",Pcs,China,10,696,692
1,OSD,SPEAKER SELECTORS,ATM-7,ATM-7,7-Zone Dual Source IR Remote Control Controlled Speaker Selector *Close Out,Pcs,China,1,"1,659.00","1,650.00"
1,OSD,SPEAKER SELECTORS,ISS4,ISS4,4-Zone Speaker Selector w. Impedance Protection,Pcs,China,10,442,440
1,OSD,SPEAKER SELECTORS,ISS6,ISS6,6-Zone Speaker Selector w. Impedance Protection *Close Out,Pcs,China,10,387,385
1,OSD,SPEAKER SELECTORS,RSVC4,RSVC4,4-Zone Resistor Based Speaker Selector w. Volume Controls,Pcs,China,4,969,963
1,OSD,SPEAKER SELECTORS,SSVC4,SSVC4,4-Zone Dual Source Speaker Selector w. Volume Control and Impedance Protection *Close Out,Pcs,China,6,996,990
1,OSD,SPEAKER SELECTORS,SSVC6D,SSVC6D,6-Zone Speaker Selector wm Volume Contorl and Impedance Protection *Close Out,Pcs,China,6,"1,659.00","1,650.00"
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,VKR-120,VKR-120,"Resistor Based 150W In-Wall Rotary Knob Volume Control, Single Gang, White",Pcs,China,30,244,243
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SKR-120,SKR-120,"Resistor Based 150W In-Wall Slider Volume Control, Single Gang, White",Pcs,China,30,244,243
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SVC-205,SVC-205,"Impedance Matching 300W In-Wall Rotary Knob Volume Control w. On/Off Switch, Single Gang, White",Pcs,China,30,329,327
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SVC-405,SVC-405,"Impedance Matching 300W In-Wall Rotary Knob Volume Control w. A/B Switch, Single Gang, White",Pcs,China,30,329,327
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,VMS-100,VMS-100,"Impedance Matching 100W In-Wall Slider Volume Control, Single Gang, White",Pcs,China,30,229,228
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,VMS-100 Blk/Brwn,VMS-100 Blk/Brwn,"Impedance Matching 100W In-Wall Slider Volume Control, Single Gang, Black and Brown",Pcs,China,30,226,224
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,VMS-300,VMS-300,"Impedance Matching 300W In-Wall Slider Volume Control, Single Gang, White",Pcs,China,30,244,243
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,VMS-300 Blk/Brwn,VMS-300 Blk/Brwn,"Impedance Matching 300W In-Wall Slider Volume Control, Single Gang, Black and Brown",Pcs,China,30,310,309
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLS-100,SLS-100,"Screwless Impedance Matching 100W In-Wall Slider Volume Control, Single Gang, White",Pcs,China,30,244,243
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLS-300,SLS-300,"Screwless Impedance Matching 300W In-Wall Slider Volume Control, Single Gang, White",Pcs,China,30,244,243
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SVC-100,SVC-100,"Impedance Matching 100W In-Wall Rotary Knob Volume Control, Single Gang, White",Pcs,China,30,189,188
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SVC-100 Blk/Brwn,SVC-100 Blk/Brwn,"Impedance Matching 100W In-Wall Rotary Knob Volume Control, Single Gang, Black and Brown",Pcs,China,30,207,206
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SVC-300,SVC-300,"Impedance Matching 300W In-Wall Rotary Knob Volume Control, Single Gang, White",Pcs,China,30,254,253
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SVC-300 Blk/Brwn,SVC-300 Blk/Brwn,"Impedance Matching 300W In-Wall Rotary Knob Volume Control, Single Gang, Black and Brown",Pcs,China,30,329,327
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLK-100,SLK-100,"Screwless Impedance Matching 100W In-Wall Rotary Knob Volume Control, Single Gang, White",Pcs,China,30,254,253
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLK-300,SLK-300,"Screwless Impedance Matching 300W In-Wall Rotary Knob Volume Control, Single Gang, White",Pcs,China,30,320,318
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SVC-DecoraKit Black,SVC-DecoraKit Black," SVC Rotary Knob Decora Plate Kit, Black",Pcs,China,,35,35
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SVC-DecoraKit Brown,SVC-DecoraKit Brown," SVC Rotary Knob Decora Plate Kit, Brown",Pcs,China,,35,35
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SVC-DecoraKit White,SVC-DecoraKit White," SVC Rotary Knob Decora Plate Kit, White",Pcs,China,,35,35
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,VMS-DecoraKit Black,VMS-DecoraKit Black," VMS Slider Decora Plate Kit, Black",Pcs,China,,35,35
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,VMS-DecoraKit Brown,VMS-DecoraKit Brown," VMS Slider Decora Plate Kit, Brown",Pcs,China,,35,35
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,VMS-DecoraKit White,VMS-DecoraKit White," VMS Slider Decora Plate Kit, White",Pcs,China,,35,35
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLK-DecoraKit Almond,SLK-DecoraKit Almond,"SLK Screwless Rotary Knob Decora Plate Kit, Almond",Pcs,China,,53,53
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLK-DecoraKit Black,SLK-DecoraKit Black,"SLK Screwless Rotary Knob Decora Plate Kit, Black",Pcs,China,,53,53
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLK-DecoraKit Bone,SLK-DecoraKit Bone,"SLK Screwless Rotary Knob Decora Plate Kit, Bone",Pcs,China,,53,53
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLK-DecoraKit Brown,SLK-DecoraKit Brown,"SLK Screwless Rotary Knob Decora Plate Kit, Brown",Pcs,China,,53,53
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLS-DecoraKit Almond,SLS-DecoraKit Almond,"SLS Screwless Slider Decora Plate Kit, Almond",Pcs,China,,53,53
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLS-DecoraKit Black,SLS-DecoraKit Black,"SLS Screwless Slider Decora Plate Kit, Black",Pcs,China,,53,53
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLS-DecoraKit Bone,SLS-DecoraKit Bone,"SLS Screwless Slider Decora Plate Kit, Bone",Pcs,China,,53,53
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,SLS-DecoraKit Brown,SLS-DecoraKit Brown,"SLS Screwless Slider Decora Plate Kit, Brown",Pcs,China,,53,53
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,OVC-100 Grey,OVC-100 Grey,"Impedance Matching 100W Outdoor Rotary Knob Volume Control, Grey",Pcs,China,24,274,273
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,OVC-100 White,OVC-100 White,"Impedance Matching 100W Outdoor Rotary Knob Volume Control, White",Pcs,China,24,274,273
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,OVC-300 Grey,OVC-300 Grey,"Impedance Matching 300W Outdoor Rotary Knob Volume Control, Grey",Pcs,China,30,283,282
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,OVC-300 White,OVC-300 White,"Impedance Matching 300W Outdoor Rotary Knob Volume Control, White",Pcs,China,30,283,282
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,OVC-305R Grey,OVC-305R Grey,"Resistor Based 300W Outdoor Rotary Knob Volume Control, Grey",Pcs,China,30,319,317
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,OVC-305R White,OVC-305R White,"Resistor Based 300W Outdoor Rotary Knob Volume Control, White",Pcs,China,30,319,317
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,MOV50W,MOV50W,"50W Mono 70v Outdoor Rotary Knob Volume Control, Grey",Pcs,China,30,239,238
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,MVC-25,MVC-25,"25W Mono 70V In-Wall Rotary Knob Volume Control w. Thru Output, Single Gang, White",Pcs,China,30,177,176
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,MVC-50,MVC-50,"50W Mono 70V In-Wall Rotary Knob Volume Control w. Thru Output, Single Gang, White",Pcs,China,30,195,194
1,OSD,8ohm/70V IN-DOOR/OUTDOOR VOLUME CONTROLS,MVC-100,MVC-100,"100W Mono 70V In-Wall Rotary Knob Volume Control w. Thru Output, Single Gang, White",Pcs,China,30,248,246
1,OSD,WALL PLATES,WP2,WP2,"1-Ch./2 Speaker Wire Terminal Wall Plate, Single Gang, White",Pcs,China,30,94,94
1,OSD,WALL PLATES,WP4,WP4,"2-Ch./4 Speaker Wire Terminal Wall Plate, Single Gang, White",Pcs,China,30,113,112
1,OSD,WALL PLATES,WP8,WP8,"4-Ch./8 Speaker Wire Terminal Wall Plate, Single Gang, White",Pcs,China,30,169,168
1,OSD,WALL PLATES,WP12,WP12,"6-Ch./12 Speaker Wire Terminal Wall Plate, Dual Gang, White *Close Out",Pcs,China,50,103,103
1,OSD,WALL PLATES,WP16,WP16,"7-Ch./16 Speaker Wire Terminal w. Stereo RCA 7.2 Wall Plate, Dual Gang, White",Pcs,China,50,329,327
1,OSD,WALL PLATES,PTW-SINGLE,PTW-SINGLE,"Single Gang Pass Thru Wall Plate, Single Gange, White",Pcs,China,480,38,37
1,OSD,WALL PLATES,PTW-DOUBLE,PTW-DOUBLE,"Dual Gang Pass Thru Wall Plate, Dual Gange, White *Close Out",Pcs,China,320,19,19
1,OSD,SPEAKER WIRE,KI-14,KI-14,"Outdoor Waterproof Wire Nut Connectors, Fits 14 AWG - 2 Pairs",Pair,China,200,23,22
1,OSD,SPEAKER WIRE,KI-12,KI-12,"Outdoor Waterproof Wire Nut Connectors, Fits 12 AWG - Pair",Pair,China,200,19,19
1,OSD,SPEAKER WIRE,CAT6 White,CAT6 White,"23 Gauge x4P, Solid Cable 550Mhz UTP CMR Cable, 1000ft, 305 Mtr - White *Close Out",Roll,China,1,"1,405.00","1,397.00"
1,OSD,SPEAKER WIRE,JA-16-2-500 White,JA-16-2-500 White,"16 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 500ft,150 Mtr Box - White",Roll,China,1,"1,505.00","1,496.00"
1,OSD,SPEAKER WIRE,JA-16-2-500 Black,JA-16-2-500 Black,"16 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire,500ft,150 MtrBox - Black",Roll,China,1,"1,505.00","1,496.00"
1,OSD,SPEAKER WIRE,JA-14-2-500 White,JA-14-2-500 White,"14 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 500ft,150 MtrBox - White",Roll,China,1,"2,821.00","2,806.00"
1,OSD,SPEAKER WIRE,JA-14-2-500 Black,JA-14-2-500 Black,"14 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 500ft,150 Mtr Box - Black",Roll,China,1,"2,821.00","2,806.00"
1,OSD,SPEAKER WIRE,JA-12-2-500 White,JA-12-2-500 White,"12 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 500ft,150 MtrBox - White",Roll,China,1,"3,297.00","3,279.00"
1,OSD,SPEAKER WIRE,JA-12-2-500 Black,JA-12-2-500 Black,"12 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 500ft,150 Mtr Box - Black",Roll,China,1,"3,297.00","3,279.00"
1,OSD,SPEAKER WIRE,JA-16-4-500 White,JA-16-4-500 White,"16 Gauge, 4-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 500ft,150 MtrBox - White",Roll,China,1,"2,345.00","2,333.00"
1,OSD,SPEAKER WIRE,JA-14-4-500 White,JA-14-4-500 White,"14 Gauge, 4-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 500ft,150 Mtr Box - White",Roll,China,1,"4,259.00","4,236.00"
1,OSD,SPEAKER WIRE,16-2-100 White,16-2-100 White,"16 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 100ft, 30 Mtr Spool - White",Roll,China,4,465,462
1,OSD,SPEAKER WIRE,16-2-100 Black,16-2-100 Black,"16 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 100ft, 30 Mtr Spool - Black",Roll,China,4,465,462
1,OSD,SPEAKER WIRE,16-2-250 White,16-2-250 White,"16 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 250ft, 76Mtr Spool - White",Roll,China,2,"1,173.00","1,166.00"
1,OSD,SPEAKER WIRE,16-2-250 Black,16-2-250 Black,"16 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire,250ft, 76Mtr Spool - Black",Roll,China,2,"1,173.00","1,166.00"
1,OSD,SPEAKER WIRE,14-2-100 White,14-2-100 White,"14 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 100ft, 30 Mtr  - White",Roll,China,4,586,583
1,OSD,SPEAKER WIRE,14-2-100 Black,14-2-100 Black,"14 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 100ft, 30 Mtr  - Black",Roll,China,4,586,583
1,OSD,SPEAKER WIRE,14-2-250 White,14-2-250 White,"14 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 250ft, 76Mtr Spool - White",Roll,China,2,"1,704.00","1,694.00"
1,OSD,SPEAKER WIRE,14-2-250 Black,14-2-250 Black,"14 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 250ft, 76Mtr Spool - Black",Roll,China,2,"1,704.00","1,694.00"
1,OSD,SPEAKER WIRE,12-2-100 White,12-2-100 White,"12 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 100ft, 30 MtrSpool - White",Roll,China,2,819,814
1,OSD,SPEAKER WIRE,12-2-100 Black,12-2-100 Black,"12 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 100ft, 30 Mtr Spool - Black",Roll,China,2,819,814
1,OSD,SPEAKER WIRE,12-2-250 White,12-2-250 White,"12 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire 250ft, 76MtSpool - White",Roll,China,1,"2,345.00","2,333.00"
1,OSD,SPEAKER WIRE,12-2-250 Black,12-2-250 Black,"12 Gauge, 2-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 250ft, 76Mt Spool - Black",Roll,China,1,"2,345.00","2,333.00"
1,OSD,SPEAKER WIRE,16-4-100 White,16-4-100 White,"16 Gauge, 4-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 100ft, 30 Mtr Spool - White",Roll,China,4,940,935
1,OSD,SPEAKER WIRE,16-4-250 White,16-4-250 White,"16 Gauge, 4-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire,250ft, 76Mt Spool - White",Roll,China,2,"1,759.00","1,750.00"
1,OSD,SPEAKER WIRE,14-4-100 White,14-4-100 White,"14 Gauge, 4-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 100ft, 30 Mtr Spool - White",Roll,China,2,"1,062.00","1,056.00"
1,OSD,SPEAKER WIRE,14-4-250 White,14-4-250 White,"14 Gauge, 4-Conductor CL3 In-Wall/In-Ground/UV OFC Speaker Wire, 250ft, 76Mt  Spool - White",Roll,China,2,"2,876.00","2,861.00"
, ,,,,,,,,,
