Brand ,"REFERENCE/
PART NO",Model,Description EN,UOM,MRP QAR,MRP AED
GARVAN,WA125GE,WA125GE,Parallelepiped out-door 360 Subwoofer 280x280x560mm 300Wrms 4?  in Porcelain stoneware 12mm finishing Graphite,Pcs,15861,15670
GARVAN,WA125GF,WA125GF,Parallelepiped out-door 360 Subwoofer 280x280x560mm 300Wrms 4?  in Porcelain stoneware 12mm finishing Marble Gres 1,Pcs,17262,17054
GARVAN,WA125GG,WA125GG,Parallelepiped out-door 360 Subwoofer 280x280x560mm 300Wrms 4?  in Porcelain stoneware 12mm finishing Marble Gres 2,Pcs,17262,17054
GARVAN,WA125GH,WA125GH,Parallelepiped out-door 360 Subwoofer 280x280x560mm 300Wrms 4?  in Porcelain stoneware 12mm finishing Marble Gres 3,Pcs,17262,17054
GARVAN,TRT055,TRT055,"70/100V Toroidal transformer with output power on 8? of 50,0 W - 37,5 W - 25,0 W designed for outdoor use",Pcs,662,654
GARVAN,HRX031,HRX031,Anti-theft ground kit for outdoor speakers,Pcs,290,287
GARVAN,HA046H,HA046H,Protective plate for outdoor speakers black,Pcs,385,381
GARVAN,HA046X,HA046X,Protective plate for outdoor speakers steel,Pcs,544,537
GARVAN,RT001A,RT001A,"Fabric protective cover for outdoorspeakers SN120, SN220, WN120",Pcs,308,304
GARVAN,RT002A,RT002A,Fabric protective cover for outdoorspeaker SN116,Pcs,281,278
GARVAN,RT003A,RT003A,Fabric protective cover for outdoorspeakers SN117,Pcs,431,425
GARVAN,RT004A,RT004A,Fabric protective cover for outdoorspeaker SA117,Pcs,431,425
GARVAN,RT005A,RT005A,"Fabric protective cover for outdoorspeakers SA225, WA125",Pcs,503,497
GARVAN,WAE121F,WAE121F,Flat active Subwoofer 100Wrms swf 1x200mm - paintable matt white,Pcs,9059,8950
GARVAN,WAE121H,WAE121H,Flat active Subwoofer 100Wrms swf 1x200mm - RAL 9005 matt black,Pcs,9059,8950
GARVAN,WAE121C,WAE121C,Flat active subwoofer 100Wrms swf 200mm - RAL colours,Pcs,9403,9290
GARVAN,WAE121S,WAE121S,Satin stainless steel flat active subwoofer 100Wrms swf 200mm,Pcs,9648,9532
GARVAN,WAE121PF,WAE121PF,Flat passive Subwoofer 100Wrms swf 1x200mm - paintable matt white,Pcs,7931,7835
GARVAN,WAE121PH,WAE121PH,Flat passive Subwoofer 100Wrms swf 1x200mm - RAL 9005 matt black,Pcs,7931,7835
GARVAN,WAE121PC,WAE121PC,Flat passive subwoofer 100Wrms swf 200mm - RAL colours,Pcs,8275,8175
GARVAN,WAE121PS,WAE121PS,Satin stainless steel flat passive subwoofer 100Wrms swf 200mm,Pcs,8520,8417
GARVAN,SA111H,SA111H,"CinemAtelier™ - Speaker 25,0 x 19,0 x 8,0 cm - 8ohm – 50Wrms – Loudspeaker 130mm",Pcs,1554,1536
GARVAN,SA214H,SA214H,"CinemAtelier™ - Speaker 34,0 x 19,0 x 8,3 cm - 8ohm - 75Wrms – WF130mm TW25mm",Pcs,2452,2422
GARVAN,SA314H,SA314H,"CinemAtelier™ - Speaker 50x19x8,3cm - 8ohm - 150Wrms - 2xWF130mm TW25mm",Pcs,3018,2982
GARVAN,SA317H,SA317H,"CinemAtelier – speaker 50,0 x 19,0 x 8,3 cm – 8 ohm – 75Wrms – WF160mm, TW25mm",Pcs,3073,3036
GARVAN,SA320H,SA320H,"CinemAtelier – speaker 50,0x36,0x8,6 cm – 8 ohm – 150Wrms – WF160mm",Pcs,6671,6590
GARVAN,SA520H,SA520H,"CinemAtelier – speaker 110,0 x 36,0 x 8,6 cm – a ohm – 300WRMS",Pcs,12204,12057
GARVAN,WA120H,WA120H,"CinemAtelier™ - Passive Subwoofer 56x50x8,7cm - 4ohm - 120Wrms – SWF200mm",Pcs,4523,4468
GARVAN,WA220H,WA220H,"CinemAtelier – Passive SubSubwoofer 500x800x86mm | 2x WF 200mm | 240Wrms | 8? | 90,5dB 1W/1mtwoofer",Pcs,8919,8811
GARVAN,WA420H,WA420H,"Subwoofer 500x1100x86mm | 4x WF 200mm | 500Wrms | 4? | 93,5dB 1W/1mt",Pcs,12721,12568
GARVAN,WA130H,WA130H,CinemAtelier Passive Subwoofer 360x1100x180mm 1x WF 250mm 400Wrms - 4? - 90dB – 1W/1mt,Pcs,9621,9505
GARVAN,HTF004,HTF004,On-wall flat suspension kit for sub,Pcs,535,528
GARVAN,AT232-A,AT232-A,"2 channel amplifier 160Wrms per channel on 2/4/8?, 160W/70V, 160W/100V with DSP - n.1 Ethernet Port",Pcs,5882,5811
GARVAN,AT260-A,AT260-A,"2 channel amplifier 300Wrms per channel on 2/4/8?, 300W/70V, 250W/100V with DSP - n.1 Ethernet Port",Pcs,7160,7073
GARVAN,AT432-A,AT432-A,"4 channel amplifier 80Wrms per channel on 2/4/8?, 18W/70V, 80W/100V with DSP - n.1 Ethernet Port",Pcs,6842,6759
GARVAN,AT432-D,AT432-D,"4 channel amplifier 80Wrms per channel on 2/4/8?, 80W/70V, 80W/100V with DSP + Dante - n.2 Ethernet Port",Pcs,8456,8354
GARVAN,AT460-A,AT460-A,"4 channel amplifier 150Wrms per channel on 2/4/8?, 150W/70V, 125W/100V with DSP - n.1 Ethernet Port",Pcs,8761,8656
GARVAN,AT460-D,AT460-D,"4 channel amplifier 150Wrms per channel on 2/4/8?, 150W/70V, 125W/100V with DSP + Dante - n.2 Ethernet Port",Pcs,10369,10244
GARVAN,AT2404-A,AT2404-A,"4 channel amplifier 600Wrms per channel on 2/4/8?, 600W/70V, 600W/100V with DSP - n.1 Ethernet Port",Pcs,18550,18327
GARVAN,AT4804-A,AT4804-A,"4 channel amplifier 1200Wrms per channel on 2/4/8?, 1200W/70V, 1200W/100V with DSP - n.1 Ethernet Port",Pcs,24028,23738
GARVAN,WMP001,WMP001,Potentiometer for remote volume control amplifiers Mezzo - Level square black,Pcs,492,486
GARVAN,WMP002,WMP002,Potentiometer for remote volume control amplifiers Mezzo - Level square white,Pcs,492,486
GARVAN,WMP003,WMP003,4-position selector for Mezzo amplifiers level square plate black,Pcs,492,486
GARVAN,WMP004,WMP004,4-position selector on level square plate for Mezzo amplifiers in white,Pcs,492,486
GARVAN,WMP005,WMP005,Remote volume control potentiometer for amplifiers Mezzo on 503 box white + black,Pcs,268,265
GARVAN,WMP006,WMP006,4-position selector for Mezzo Amplifier  - 503 level square plate black + white,Pcs,268,265
GARVAN,WMT001,WMT001,Wall mounted touch keyboard on 503 black box,Pcs,2480,2450
GARVAN,WMT002,WMT002,Wall mounted touch keyboard on 503 white box,Pcs,2480,2450
GARVAN,AT440N,AT440N,Digital amplifier 120Wrms x 2ch / 440Wrms x 1 ch black,Pcs,5203,5140
GARVAN,AT440B,AT440B,Digital amplifier 120Wrms x 2ch / 440Wrms x 1 ch white RAL 9016,Pcs,5524,5458
GARVAN,HKL044,HKL044,"2U 19"" rack shelf for 4 amplifier modules in matt black",Pcs,498,492
GARVAN,HNL010,HNL010,Panel for HKL044 in matt black,Pcs,290,287
GARVAN,SB112F,SB112F,"Bookshelf loudspeaker19x19x7,6 cm - paintable matt white RAL 9016",Pcs,2298,2270
GARVAN,SB112H,SB112H,"Bookshelf speaker 19x19x7,6 cm laquered in matt black RAL 9005",Pcs,2298,2270
GARVAN,SB112Z,SB112Z,"Bookshelf loudspeaker 19x19x7,6 cm Corten effect",Pcs,2751,2718
GARVAN,SB112C,SB112C,"Bookshefl loudspeaker 19x19x7,6 cm RAL colours",Pcs,2651,2619
GARVAN,SB112S,SB112S,"Bookshelf loudspeaker 19x19x7,6 cm satin stainless steel",Pcs,2674,2642
GARVAN,KB213F,KB213F,"Bookshelf loudspeakers19x28x7,6cm laquered in matt white ral 9016",Pcs,4283,4231
GARVAN,KB213H,KB213H,"Bookshelf speaker19x28x7,6cm laquered in matt black RAL 9005",Pcs,4283,4231
GARVAN,KB213Z,KB213Z,"Bookshelf loudspeaker 19x28x7,6cm Corten effect",Pcs,4835,4777
GARVAN,KB213C,KB213C,"Bookshelf loudspeaker 19x28x7,6cm - RAL colours",Pcs,4731,4674
GARVAN,KB213S,KB213S,"Bookshelf loudspeaker 19x28x7,6cm - Satin stainless steel",Pcs,4767,4710
GARVAN,SB316F,SB316F,"Bookshelf loudspeaker 19x44x7,6 cm, 2 way passive radiator - paintable matt white ral 9016",Pcs,5320,5256
GARVAN,SB316H,SB316H,"Bookshelf speaker 19x44x7,6cm passive radiator laquered in matt black ral 9005",Pcs,5320,5256
GARVAN,SB316Z,SB316Z,"Bookshelf loudspeaker 19x44x7,6cm 2 way passive radiator - Corten effect",Pcs,5968,5896
GARVAN,SB316C,SB316C,"Bookshelf loudspeaker 19x44x7,6cm 2 way passive radiator - RAL colours",Pcs,5841,5771
GARVAN,SB316S,SB316S,"Bookshelf loudspeaker 19x44x7,6cm 2 way passive radiator - satin stainless steel",Pcs,5887,5816
GARVAN,SB313F,SB313F,"Bookshelf speaker19x44x7,6cm - paintable matt white RAL 9016",Pcs,5261,5198
GARVAN,SB313H,SB313H,"Bookshelf speaker 19x44x7,6cm laquered in matt black 9005",Pcs,5261,5198
GARVAN,SB313Z,SB313Z,"Bookshelf loudspeaker 19x44x7,6cm Corten effect",Pcs,5900,5829
GARVAN,SB313C,SB313C,"Bookshelf loudspeaker 19x44x7,6cm - RAL colours",Pcs,5783,5713
GARVAN,SB313S,SB313S,"Bookshelf loudspeaker 19x44x7,6cm - satin stainless steel",Pcs,5828,5758
GARVAN,KB513F,KB513F,Bookshelf speaker 19x80x10cm - paintable matt white ral 9016,Pcs,12277,12129
GARVAN,KB513H,KB513H,Bookshelf speaker 19x80x10cm laquered in matt black ral 9005,Pcs,12277,12129
GARVAN,KB513Z,KB513Z,Bookshelf loudspeaker 19x80x10cm Corten effect,Pcs,13500,13338
GARVAN,KB513C,KB513C,Bookshelf loudspeaker 19x80x10cm - RAL colours,Pcs,13124,12966
GARVAN,KB513S,KB513S,Bookshelf loudspeaker 19x80x10cm - satin stainless steel,Pcs,13310,13150
GARVAN,KR111,KR111,Coax speaker for plasterboard 8ohm 130mm,Pcs,857,846
GARVAN,KR11V,KR11V,"Coax. speaker for plasterboard 130mm 100V - 50W / 37,5W / 25W",Pcs,1369,1352
GARVAN,KR207,KR207,"2-way stereo speaker , 130mm dual coil wf, 14mm neodymium tw",Pcs,1233,1218
GARVAN,SIC118,SIC118,"In-wall speaker for plasterboard wall, 2way coax, 8ohm, WF165mm TW14mm, 50Wrms",Pcs,1051,1039
GARVAN,SIC18V,SIC18V,"In-wall speaker for plasterboard wall WF165mm TW14mm,  100V - 50W / 37,5W / 25W",Pcs,1563,1545
GARVAN,SIC119,SIC119,Coax. speaker WF 165m TW 26mm 8? 120W for plasterboard,Pcs,3018,2982
GARVAN,SIC120,SIC120,"In-wall speaker for plasterboard wall, 2way coax, 8ohm, WF165mm TW26mm, 120Wrms",Pcs,3018,2982
GARVAN,KR112,KR112,"In-wall speaker for plasterboard wall 19x19x5,6cm, 2way coax, 8ohm, WF130mm TW14mm, 50Wrms",Pcs,857,846
GARVAN,KR12V,KR12V,"Coax. speaker for plasterboard 130mm 100V - 50W / 37,5W / 25W",Pcs,1369,1352
GARVAN,KR208,KR208,"In-wall speaker for plasterboard wall 19x19x6,1cm, 2way stereo coax, 8+8ohm WF130mm duble voice coil, 2xTW14mm, 30+30Wrms",Pcs,1233,1218
GARVAN,SIC117,SIC117,"In-wall speaker for plasterboard wall 19x19x7cm, 2way coax, 8ohm, WF165mm TW14mm, 50Wrms",Pcs,1051,1039
GARVAN,SIC17V,SIC17V,"Coax. speaker for plasterboard 165mm 100V - 50W / 37,5W / 25W",Pcs,1563,1545
GARVAN,SIC216,SIC216,"In-wall speaker for plasterboard wall 19x28x7,7cm, 2way, 8ohm, WF160mm TW25mm, 75Wrms",Pcs,2805,2771
GARVAN,KC316,KC316,"In-wall speaker for plasterboard wall 19x44x7,7cm, 2way, 8ohm, 2xWF160mm TW25mm, 150Wrms",Pcs,3607,3564
GARVAN,SIC107,SIC107,In-wall speaker for plasterboard wall - Fullrange - diam.11cm - 8 ohm - 45w rms - 1WF 88mm,Pcs,616,609
GARVAN,SIC107V,SIC107V,In-wall speaker for plasterboard wall - Fullrange - diam.11cm - 100V - 45w rms - 1WF 88mm,Pcs,820,810
GARVAN,SIC108,SIC108,In-wall speaker for plasterboard wall - Fullrange - 11x11cm - 8 ohm - 45w rms - 1WF 88mm,Pcs,616,609
GARVAN,SIC108V,SIC108V,In-wall speaker for plasterboard wall - Fullrange - 11x11cm - 100V - 45w rms - 1WF 88mm,Pcs,820,810
GARVAN,SIC308,SIC308,"In-wall speaker for plasterboard wall - Fullrange - 11x28cm - 4 ohm - 90w rms - 2WF 88mm, 1TW",Pcs,2461,2431
GARVAN,SIC508,SIC508,"In-wall speaker for plasterboard wall - Fullrange - 11x44cm - 8 ohm - 180w rms - 4WF 88mm, 1TW",Pcs,3517,3474
GARVAN,SIC416,SIC416,"In-wall speaker for plasterboard wall 19x44x7,7cm LCR with 1x SIC216 + 1x SIC117",Pcs,3539,3497
GARVAN,SA203H,SA203H,Micro - Speaker 40x120x40mm - 4ohm - 70Wrms @ 800Hz / 18KHz matt black,Pcs,1962,1939
GARVAN,SA203C,SA203C,Micro - Speaker 40x120x40mm - 4ohm - 70Wrms @ 800Hz / 18KHz RAL colours,Pcs,2162,2136
GARVAN,WA113H,WA113H,Passive Subwoofer - 285x400x180mm  WF1x130mm | 4 + 4ohm - 70 + 70Wrms @ 40Hz / 600Hz| matt black,Pcs,4432,4379
GARVAN,WA113C,WA113C,Passive Subwoofer - 285x400x180mm  WF1x130mm | 4 + 4ohm - 70 + 70Wrms @ 40Hz / 600Hz| RAL colours,Pcs,5307,5243
GARVAN,HTF005,HTF005,WA113 - Additional bracket for panel mounting of subwoofer's frontal part,Pcs,236,233
GARVAN,WA216H,WA216H,Active subwoofer 230x210x230mm WF1x130mm + 1x160mm PR 100Wrms matt black,Pcs,5076,5014
GARVAN,WA216C,WA216C,Active subwoofer 230x210x230mm WF1x130mm + 1x160mm PR 100Wrms RAL colours,Pcs,6204,6129
GARVAN,WA216PH,WA216PH,Passive subwoofer 230x210x230mm WF1x130mm + 1x160mm PR 70 + 70Wrms matt black,Pcs,3947,3900
GARVAN,WA216PC,WA216PC,Passive subwoofer 230x210x230mm WF1x130mm + 1x160mm PR 70 + 70Wrms RAL colours,Pcs,5076,5014
GARVAN,KW3308H,KW3308H,Soundbar on-wall custom lenght 120 - 190 cm - 3channels LCR - 90+90+90 Wrms 4+4+4? matt black,Pcs,14275,14103
GARVAN,KW3308C,KW3308C,Soundbar on-wall custom lenght 120 - 190 cm - 3channels LCR - 90+90+90 Wrms 4+4+4? RAL colours,Pcs,15517,15330
GARVAN,KR3308F,KR3308F,Soundbar in-wall custom lenght 120 - 190 cm - 3channels LCR - 90+90+90 Wrms 4+4+4? white paintable grille,Pcs,12118,11972
GARVAN,KR3308C,KR3308C,Soundbar in-wall custom lenght 120 - 190 cm - 3channels LCR - 90+90+90 Wrms 4+4+4? RAL colours,Pcs,12712,12559
GARVAN,KR3112F,KR3112F,Soundbar in-wall custom lenght 120 - 190 cm - 3channels LCR - 50+50+50 Wrms 8+8+8? white paintable grille,Pcs,9059,8950
GARVAN,KR3112C,KR3112C,Soundbar in-wall custom lenght 120 - 190 cm - 3channels LCR - 50+50+50 Wrms 8+8+8? RAL colours,Pcs,9653,9536
GARVAN,KR2316F,KR2316F,Soundbar in-wall custom lenght 120 - 190 cm - 2channels LR - 75+75 Wrms 8+8? white paintable grille,Pcs,12453,12303
GARVAN,KR2316C,KR2316C,Soundbar in-wall custom lenght 120 - 190 cm - 2channels LR - 75+75 Wrms 8+8? RAL colours,Pcs,13047,12890
GARVAN,KR3213F,KR3213F,Soundbar in-wall custom lenght 120 - 190 cm - 3 channels LCR 75+150+75 Wrms 8+8+8? white paintable grille,Pcs,14452,14278
GARVAN,KR3213C,KR3213C,Soundbar in-wall custom lenght 120 - 190 cm - 3 channels LCR 75+150+75 Wrms 8+8+8? RAL colours,Pcs,15041,14860
GARVAN,KR3316F,KR3316F,Soundbar in-wall custom lenght 145 - 190 cm - 3 channels LCR 75+150+75 Wrms white paintable grille,Pcs,15807,15616
GARVAN,KR3316C,KR3316C,Soundbar in-wall custom lenght 145 - 190 cm - 3 channels LCR 75+150+75 Wrms RAL colours,Pcs,16396,16199
GARVAN,KR3313F,KR3313F,Soundbar in-wall custom lenght 145 - 190 cm - 3 channels LCR 150+150+150 Wrms white paintable grille,Pcs,15612,15424
GARVAN,KR3313C,KR3313C,Soundbar in-wall custom lenght 145 - 190 cm - 3 channels LCR 150+150+150 Wrms RAL colours,Pcs,16206,16010
GARVAN,KW3112H,KW3112H,Soundbar on-wall custom lenght 120 - 190 cm - 3channels LCR - 50+50+50 Wrms 8+8+8? matt black,Pcs,13450,13288
GARVAN,KW3112C,KW3112C,Soundbar on-wall custom lenght 120 - 190 cm - 3channels LCR - 50+50+50 Wrms 8+8+8? RAL colours,Pcs,14692,14515
GARVAN,KW2316H,KW2316H,Soundbar on-wall custom lenght 120 - 190 cm - 2channels LR - 75+75 Wrms 8+8? matt black,Pcs,17058,16852
GARVAN,KW2316C,KW2316C,Soundbar on-wall custom lenght 120 - 190 cm - 2channels LR - 75+75 Wrms 8+8? RAL colours,Pcs,18299,18079
GARVAN,KW3213H,KW3213H,Soundbar on-wall custom lenght 120 -190 cm - 3 channels LCR 75+150+75 Wrms 8+8+8? matt black,Pcs,19383,19149
GARVAN,KW3213C,KW3213C,Soundbar on-wall custom lenght 120 -190 cm - 3 channels LCR 75+150+75 Wrms 8+8+8? RAL colours,Pcs,20624,20376
GARVAN,KW3316H,KW3316H,Soundbar on-wall custom lenght 145 - 190 cm - 3 channels LCR 75+150+75 Wrms matt black,Pcs,21009,20756
GARVAN,KW3316C,KW3316C,Soundbar on-wall custom lenght 145 - 190 cm - 3 channels LCR 75+150+75 Wrms RAL colours,Pcs,22251,21983
GARVAN,KW3313H,KW3313H,Soundbar on-wall custom lenght 145 - 190 cm - 3 channels LCR 150+150+150 Wrms matt finish,Pcs,20919,20667
GARVAN,KW3313C,KW3313C,Soundbar on-wall custom lenght 145 - 190 cm - 3 channels LCR 150+150+150 Wrms RAL colours,Pcs,22161,21894
GARVAN,KR513,KR513,"In-wall speaker for brick/concrete walls and plasterboard wall, 19x80x6,00cm, 2 way, 8 ohm 4WF130mm 1TW26mm 300w rms",Pcs,9512,9398
GARVAN,SIR14M,SIR14M,Full Range Speaker Marine 130 mm 50 W rms 8 ohm,Pcs,1663,1643
GARVAN,SIR14V,SIR14V,"Full Range marine speaker 130mm 50 Wrms 100V - 50W / 37,5W / 25W",Pcs,2175,2149
GARVAN,SIR23M,SIR23M,Full Range Speaker Marine 2x130 mm  50+50 Wrms  8+8 ohm,Pcs,3213,3174
GARVAN,SIR23V,SIR23V,"Full Range marine speaker 2x130 mm 50+50 Wrms 2x100V - 50W / 37,5W / 25W",Pcs,4242,4191
GARVAN,KR16M,KR16M,"In-wall marine speaker for brick/concrete walls and plasterboard wall in stainless steel, 2 way,x tw 20mm 1x wf 160mm",Pcs,3893,3846
GARVAN,KR16V,KR16V,"In-wall marine speaker for brick/concrete walls and plasterboard wall in stainless steel, 2 way,x tw 20mm 1x wf 160mm 100V – 50W",Pcs,4405,4352
GARVAN,SIR16N,SIR16N,"2ways, 30° degrees tilted and 360° directionable speaker 28x28cm wf. 160mm tw. 25Mm",Pcs,4065,4016
GARVAN,WIC125,WIC125,Subwoofer speaker for plasterboard 25cm,Pcs,2914,2879
GARVAN,WX125,WX125,Subwoofer for installation size 28.0x28.0x38.0 cm with flexible pipe power rating 400Wrms,Pcs,8987,8878
GARVAN,WX130,WX130,"Subwoofer for installation dim. 35,0x35,0x40,0cm with flexible pipe, power 1000W AES - 2000 Program Power",Pcs,15608,15419
GARVAN,HTC191,HTC191,Adapter flange for Powerpipe for square in-wall system,Pcs,295,291
GARVAN,HTC193,HTC193,Adapter flange for Powerpipe for round in-wall system,Pcs,295,291
GARVAN,CC2020,CC2020,"Frame for plasterboard wall diam. 19,5cm",Pcs,376,372
GARVAN,CC2020-25,CC2020-25,"Frame for double layer plasterboard wall 19,5x19,5cm h. 25mm",Pcs,376,372
GARVAN,CC1919,CC1919,Frame for plasterboard 19x19cm,Pcs,376,372
GARVAN,CC1919-25,CC1919-25,Frame for double layer plasterboard 19x19cm h. 25mm,Pcs,376,372
GARVAN,CC1928,CC1928,Frame for plasterboard wall 19x28cm,Pcs,421,416
GARVAN,CC1928-25,CC1928-25,Frame for double layer plasterboard wall 19x28cm h. 25mm,Pcs,421,416
GARVAN,CC1944,CC1944,Frame for plasterboard wall 19x44cm,Pcs,503,497
GARVAN,CC1944-25,CC1944-25,Frame for double layer plasterboard wall 19x44cm h. 25mm,Pcs,503,497
GARVAN,CR1981,CR1981,Marine wood backbox - for 19x80 cm speakers - ext dimensions 86x25x10 cm,Pcs,1971,1948
GARVAN,CR1981-25,CR1981-25,Marine wood backbox 19x80cm - wood box ext dimensions 86x25x10 cm for brick and double layer plasterboard h.25mm,Pcs,1971,1948
GARVAN,CC1920,CC1920,"Marine wood backbox - for 19x19 cm speakers - ext dimensions 25x25x8,2cm",Pcs,811,801
GARVAN,CC1920-25,CC1920-25,"Marine wood backbox for plasterboard h.25mm  for 19x19 cm speakers - ext dimensions 25x25x8,2cm",Pcs,811,801
GARVAN,CR1944,CR1944,Marine wood backbox - for 19x44 cm speakers - ext dimensions  24x49x8.5cm,Pcs,1042,1030
GARVAN,CR1944-25,CR1944-25,Marine wood backbox - for 19x44 cm speakers h. 25mm,Pcs,1042,1030
GARVAN,CR2828,CR2828,"Backbox 28x28cm + wood box 33x33x14,5cm",Pcs,879,869
GARVAN,CR2828-25,CR2828-25,"Backbox 28x28cm + wood box for double layer plasterboard 33x33x14,5cm h.25mm",Pcs,879,869
GARVAN,CR1921,CR1921,19x19cm backbox + wood and steel box 270x800x120mm for brick and plasterboard,Pcs,3331,3291
GARVAN,CR1921-25,CR1921-25,19x19cm backbox + wood and steel box 270x800x120mm for brick and plasterboard (copia),Pcs,3331,3291
GARVAN,CR1942,CR1942,19x44cm backbox + wood and steel box 520x800x120mm for brick and plasterboard,Pcs,4622,4567
GARVAN,CR1984,CR1984,Backbox19x80cm + wood and steel box 880x800x120mm for brick and plasterboard,Pcs,7980,7884
GARVAN,CC2828,CC2828,Frame for plasterboard wall 28x28cm,Pcs,521,515
GARVAN,CC2828-25,CC2828-25,Frame 28x28cm for double layer plasterboard h. 25mm,Pcs,521,515
GARVAN,CF110S,CF110S,"EasyFit frame diameter 11,0cm satin steel",Pcs,431,425
GARVAN,CF110H,CF110H,"EasyFit frame diameter 11,0cm black",Pcs,431,425
GARVAN,CF110F,CF110F,"EasyFit frame diameter 11,0cm paintable matt white ral 9016",Pcs,431,425
GARVAN,CF110C,CF110C,"EasyFit frame diameter 11,0cm - RAL colours",Pcs,498,492
GARVAN,CF202S,CF202S,"EasyFit frame diameter 19,5cm satin steel",Pcs,766,757
GARVAN,CF202H,CF202H,"EasyFit frame diameter 19,5cm black",Pcs,766,757
GARVAN,CF202F,CF202F,"EasyFit frame diameter 19,5cm paintable matt white ral 9016",Pcs,766,757
GARVAN,CF202C,CF202C,"EasyFit frame diameter 19,5cm - RAL colours",Pcs,843,833
GARVAN,CF111S,CF111S,EasyFit frame 11x11cm satin steel,Pcs,431,425
GARVAN,CF111H,CF111H,EasyFit frame 11x11cm black,Pcs,431,425
GARVAN,CF111F,CF111F,EasyFit frame 11x11cm paintable matt white RAL  9016,Pcs,431,425
GARVAN,CF111C,CF111C,EasyFit frame 11x11cm - RAL colours,Pcs,498,492
GARVAN,CF191S,CF191S,EasyFit frame 19x19cm satin steel,Pcs,766,757
GARVAN,CF191H,CF191H,EasyFit frame 19x19cm black,Pcs,766,757
GARVAN,CF191F,CF191F,EasyFit frame 19x19cm paintable matt white RAL  9016,Pcs,766,757
GARVAN,CF191C,CF191C,EasyFit frame 19x19cm - RAL colours,Pcs,843,833
GARVAN,CC1110,CC1110,"Frame for plasterboard wall diameter 11,5cm",Pcs,227,224
GARVAN,CC1110-25,CC1110-25,"Frame for double layer plasterboard wall diameter 11,5cm h.25mm",Pcs,227,224
GARVAN,CC1111,CC1111,Frame for plasterboard wall 11x11cm,Pcs,227,224
GARVAN,CC1111-25,CC1111-25,Frame for double layer plasterboard wall 11x11cm h. 25mm,Pcs,227,224
GARVAN,CC1128,CC1128,Frame for plasterboard wall 11x28cm,Pcs,340,336
GARVAN,CC1128-25,CC1128-25,Frame for double layer plasterboard wall 11x28cm h. 25mm,Pcs,340,336
GARVAN,CC1144,CC1144,Frame for plasterboard wall 11x44cm,Pcs,444,439
GARVAN,CC1144-25,CC1144-25,Frame for double layer plasterboard wall 11x44cm h. 25mm,Pcs,444,439
GARVAN,SIM213,SIM213,"2way speaker 1tw 26mm, 1wf 130mm concrete installation 76mm",Pcs,2746,2713
GARVAN,SIM218,SIM218,"2way speaker 1 TW 26, 1 WF 160 slim concrete installation 76 mm",Pcs,3186,3147
GARVAN,SIM316,SIM316,2way speaker wfp160mm  wf160mm tw25mm,Pcs,3449,3407
GARVAN,SIM313,SIM313,Speaker 19x44 d'appolito configuration for concrete - 2 way - tw 26mm - 2 wf 130mm,Pcs,3354,3313
GARVAN,SIM413,SIM413,SPEAKER SIM213 + SIM112,Pcs,3793,3747
GARVAN,WIR116,WIR116,Subwoofer module 178x178x86mm in-wall for concrete and plasterboard 1xWF165mm 150Wrms 8?,Pcs,2828,2794
GARVAN,WIR216,WIR216,kit 2x WIR116 Subwoofer module 178x178x86mm in-wall for concrete and plasterboard 1xWF165mm 150Wrms 8?,Pcs,5656,5588
GARVAN,WIR416,WIR416,Kit 4x WIR116 subwoofer 178x178x86mm incasso muro e cartongesso 1xWF165mm 150Wrms 8?,Pcs,11311,11175
GARVAN,CM2020,CM2020,"Backbox diam. 19,5 + wood box  21x27x7.6cm for brick",Pcs,539,533
GARVAN,CM1919,CM1919,Backbox for 19x19cm speakers - ext dimensions 25x25x7.6cm,Pcs,539,533
GARVAN,CM1928,CM1928,Backbox for 19x28cm speakers- ext dimensions 25x34x7.6cm,Pcs,594,587
GARVAN,CM1931,CM1931,Backbox19x28cm + wood box 35x50x7.6cm for brick,Pcs,979,967
GARVAN,CM1944,CM1944,Backbox 19x44cm + wood box 25x50x7.6cm for brick,Pcs,707,698
GARVAN,CM1920,CM1920,Marine wood backbox - for 19x19cm speakers - ext dimensions 25x25x7.6cm,Pcs,811,801
GARVAN,SNW112,SNW112,"On-Wall loudspeaker body, 2 way coax WF130 TW14mm",Pcs,1464,1446
GARVAN,SNW13V,SNW13V,"Full Range loudspeaker 130mm 50 Wrms for on-wall installation 100V - 50W / 37,5W / 25W",Pcs,1976,1952
GARVAN,KW208,KW208,On-wall Stereo dual point loudspeaker WF130mm TW14mm,Pcs,2039,2015
GARVAN,KW213,KW213,"On-Wall speaker, 2 ways WF130 TW26mm",Pcs,3186,3147
GARVAN,SNW316,SNW316,On-Wall loudspeaker body 1WF 160mm - 1TW 26mm - 1 passive WF 160mm,Pcs,3997,3949
GARVAN,SNW313,SNW313,"On-Wall loudspeaker body, 19x44x7,6cm, 2 way, 8ohm 2xWF130mm 1xTW25mm 150Wrms",Pcs,3952,3904
GARVAN,KW513,KW513,"On-Wall speaker, 19x80x10cm, 2 ways, 8ohm 4xWF130mm 1xTW28mm 300Wrms",Pcs,9603,9487
GARVAN,SNW14M,SNW14M,Full-range marine loudspeaker 130mm 50 W rms suited for on-wall installation,Pcs,1971,1948
